Date,Region,Sales Rep,Customer,Product,COGS,Sales
10/20/2004,North,Chin,Costco,AUC Item,"$6,214.08 ","$7,061.45 "
10/12/2004,North,Jeri,ExcelIsVeryFun.com,CHE Item,"$3,837.65 ","$4,104.44 "
10/12/2004,North,Jon,Costco,GOC Item,"$2,274.30 ","$3,921.21 "
10/9/2004,North,Jon,Sherman Williams,BVR Item,"$3,347.67 ","$7,439.26 "
10/7/2004,North,Troung,Yahoo,HVG Item,"$4,572.01 ","$7,882.77 "
10/4/2004,North,Luke,Office Depot,VLI Item,"$4,398.06 ","$6,467.74 "
10/3/2004,North,Steven,Home Depot,KXK Item,$975.03 ,"$2,267.52 "
9/30/2004,North,Steven,Office Depot,GFQ Item,"$3,523.64 ","$9,523.35 "
9/30/2004,North,Sheliadawn,Amazon.com,FZM Item,"$5,505.86 ","$9,492.87 "
9/30/2004,North,Chin,Google,RIX Item,"$2,896.02 ","$4,993.14 "
9/26/2004,North,Jon,Solar and Wind Inc.,NRS Item,"$3,621.15 ","$8,421.28 "
9/25/2004,North,Rhonda,Amazon.com,WDM Item,"$2,641.90 ","$5,870.88 "
9/24/2004,North,Luke,Sherman Williams,RYV Item,"$6,159.04 ","$9,057.41 "
9/24/2004,North,Luke,Office Depot,IDK Item,$112.80 ,$128.18 
9/21/2004,North,Sheliadawn,ExcelIsVeryFun.com,ECP Item,"$2,008.80 ","$3,463.45 "
9/20/2004,North,Chin,Peet's Coffee,AHW Item,$939.33 ,"$1,381.37 "
9/19/2004,North,Luke,Office Depot,SSJ Item,$115.35 ,$209.73 
9/17/2004,North,Luke,The Economist,XBK Item,$913.61 ,"$2,469.21 "
9/16/2004,North,Jon,McLendon's Hardware,MIY Item,$828.59 ,"$2,239.44 "
9/10/2004,North,Troung,Sherman Williams,RUN Item,"$2,852.34 ","$7,709.04 "
9/8/2004,North,Chin,ExcelIsVeryFun.com,KBG Item,"$1,160.24 ","$2,698.24 "
9/7/2004,North,Jon,Yahoo,YLH Item,"$3,498.19 ","$8,135.32 "
9/7/2004,North,Sheliadawn,Nature Company,NCH Item,"$5,047.35 ","$5,398.23 "
9/6/2004,North,Troung,Whole Foods,EGR Item,"$3,595.48 ","$8,361.59 "
9/6/2004,North,Sheliadawn,McLendon's Hardware,NXM Item,"$2,808.36 ","$4,759.93 "
8/28/2004,North,Jon,Home Depot,EHE Item,"$5,363.15 ","$7,886.99 "
8/28/2004,North,Steven,Peet's Coffee,MEJ Item,$964.14 ,"$1,417.86 "
8/23/2004,North,Luke,Yahoo,IQK Item,"$3,304.61 ","$7,343.57 "
8/23/2004,North,Chin,Yahoo,VNQ Item,$969.23 ,"$1,762.24 "
8/22/2004,North,Luke,Home Depot,QFG Item,"$3,448.96 ","$9,321.51 "
8/18/2004,North,Chin,Home Depot,OIK Item,"$2,575.34 ","$4,682.43 "
8/16/2004,North,Steven,Amazon.com,CUN Item,"$2,645.06 ","$2,828.94 "
8/13/2004,North,Jeri,ExcelIsVeryFun.com,KPY Item,"$8,446.46 ","$9,598.25 "
8/10/2004,North,Troung,Costco,NFU Item,$234.09 ,$266.01 
8/9/2004,North,Troung,Office Depot,ZEB Item,"$1,950.72 ","$2,216.73 "
8/3/2004,North,Steven,Whole Foods,VKR Item,"$3,758.96 ","$8,741.77 "
8/3/2004,North,Luke,ExcelIsVeryFun.com,MME Item,"$1,281.18 ","$3,462.65 "
8/1/2004,North,Chin,Costco,AXW Item,"$2,934.90 ","$3,335.11 "
7/28/2004,North,Luke,Sherman Williams,MZC Item,"$3,856.14 ","$8,967.77 "
7/28/2004,North,Troung,Costco,XTG Item,"$4,400.11 ","$5,000.12 "
7/25/2004,North,Sheliadawn,Amazon.com,XZQ Item,$307.45 ,$409.93 
7/24/2004,North,Luke,Google,RAP Item,"$4,232.25 ","$9,404.99 "
7/24/2004,North,Jon,The Economist,TAK Item,"$3,807.97 ","$8,462.16 "
7/23/2004,North,Luke,The Economist,ANU Item,"$4,591.39 ","$7,916.19 "
7/20/2004,North,Jeri,Solar and Wind Inc.,JDA Item,"$4,411.09 ","$7,476.42 "
7/19/2004,North,Chin,Sherman Williams,YMA Item,"$1,832.05 ","$3,105.17 "
7/19/2004,North,Troung,Peet's Coffee,JUQ Item,$826.73 ,"$1,503.14 "
7/15/2004,North,Luke,Google,WGY Item,"$1,049.97 ","$1,779.61 "
7/14/2004,North,Steven,Office Depot,QYZ Item,"$4,413.68 ","$9,808.18 "
7/10/2004,North,Rhonda,Home Depot,EUL Item,"$4,456.28 ","$9,902.84 "
7/10/2004,North,Chin,Yahoo,RCA Item,"$1,904.67 ","$3,228.26 "
7/9/2004,North,Rhonda,Whole Foods,JUX Item,"$5,626.65 ","$7,502.20 "
7/8/2004,North,Steven,Solar and Wind Inc.,UZJ Item,"$3,734.64 ","$4,979.52 "
7/2/2004,North,Chin,Home Depot,KIC Item,"$4,467.46 ","$8,122.65 "
6/29/2004,North,Jeri,McLendon's Hardware,FMA Item,"$1,565.07 ","$2,845.59 "
6/27/2004,North,Troung,Solar and Wind Inc.,CRR Item,"$3,785.50 ","$8,803.48 "
6/24/2004,North,Steven,Home Depot,ZTU Item,"$1,712.08 ","$1,945.54 "
6/23/2004,North,Troung,Costco,TBS Item,$776.83 ,"$1,412.42 "
6/23/2004,North,Troung,Solar and Wind Inc.,ZBQ Item,"$1,197.63 ","$1,280.89 "
6/17/2004,North,Chin,ExcelIsVeryFun.com,KVM Item,"$8,271.49 ","$9,399.42 "
6/16/2006,NorthEast,Jon,Google,QJV Item,"$1,835.90 ","$3,165.34 "
6/15/2006,NorthEast,Jon,Amazon.com,ZET Item,"$6,971.50 ","$9,295.33 "
6/14/2006,NorthEast,Jeri,Costco,ZET Item,"$2,065.11 ","$4,589.14 "
6/14/2006,NorthEast,Troung,Sherman Williams,LZB Item,"$2,553.28 ","$3,754.82 "
6/14/2006,NorthEast,Steven,Peet's Coffee,EJL Item,"$2,315.43 ","$3,405.05 "
6/12/2006,NorthEast,Chin,Sherman Williams,SOC Item,"$2,964.48 ","$5,389.96 "
6/12/2006,NorthEast,Jeri,Peet's Coffee,SKM Item,"$2,292.22 ","$5,330.75 "
6/10/2006,NorthEast,Troung,Google,DVC Item,"$3,411.56 ","$3,648.73 "
6/9/2006,NorthEast,Sheliadawn,Office Depot,GNN Item,"$4,426.90 ","$7,503.22 "
6/9/2006,NorthEast,Steven,Google,HFJ Item,"$1,381.68 ","$2,382.20 "
6/8/2006,NorthEast,Rhonda,Sherman Williams,SWQ Item,"$4,295.72 ","$9,990.04 "
6/7/2006,NorthEast,Steven,Home Depot,RNI Item,"$1,569.51 ","$2,660.19 "
6/7/2006,NorthEast,Jeri,Google,XPW Item,"$1,155.05 ","$1,698.60 "
6/7/2006,NorthEast,Jon,Amazon.com,ALY Item,$391.90 ,$870.88 
6/6/2006,NorthEast,Chin,ExcelIsVeryFun.com,VNM Item,"$5,231.12 ","$6,974.83 "
6/5/2006,NorthEast,Jeri,The Economist,DMN Item,"$1,755.66 ","$2,581.85 "
6/5/2006,NorthEast,Luke,Peet's Coffee,ARS Item,"$1,012.15 ","$1,082.51 "
6/2/2006,NorthEast,Chin,Whole Foods,FBZ Item,"$4,304.31 ","$4,603.54 "
6/1/2006,NorthEast,Steven,Office Depot,EKD Item,"$1,276.16 ","$1,701.54 "
5/31/2006,NorthEast,Jon,ExcelIsVeryFun.com,YIP Item,"$4,494.45 ","$9,987.66 "
5/29/2006,NorthEast,Steven,Yahoo,TYG Item,$305.02 ,$326.22 
5/26/2006,NorthEast,Rhonda,Google,HFP Item,"$5,846.42 ","$7,795.22 "
5/26/2006,NorthEast,Jeri,Nature Company,BXP Item,"$3,631.51 ","$6,155.11 "
5/26/2006,NorthEast,Jeri,Sherman Williams,YER Item,$194.82 ,$354.22 
5/24/2006,NorthEast,Jeri,Yahoo,EKO Item,$823.98 ,"$2,226.97 "
5/23/2006,NorthEast,Jeri,Whole Foods,BZX Item,"$6,767.51 ","$7,690.35 "
5/22/2006,NorthEast,Troung,Peet's Coffee,KXU Item,"$3,963.81 ","$8,808.46 "
5/22/2006,NorthEast,Steven,Nature Company,PAB Item,"$2,827.52 ","$4,792.40 "
5/21/2006,NorthEast,Jon,Home Depot,OSP Item,"$3,569.89 ","$4,056.69 "
5/19/2006,NorthEast,Luke,McLendon's Hardware,TLJ Item,"$3,908.89 ","$4,441.92 "
5/18/2006,NorthEast,Jeri,Solar and Wind Inc.,SUA Item,"$3,731.09 ","$8,291.32 "
5/18/2006,NorthEast,Rhonda,The Economist,DIO Item,"$4,246.57 ","$4,541.79 "
5/18/2006,NorthEast,Troung,Peet's Coffee,DML Item,$406.25 ,$738.63 
5/17/2006,NorthEast,Sheliadawn,Sherman Williams,TUV Item,"$5,365.17 ","$9,754.86 "
5/17/2006,NorthEast,Jon,Solar and Wind Inc.,JZS Item,"$2,764.40 ","$4,766.20 "
5/16/2006,NorthEast,Sheliadawn,Sherman Williams,ONY Item,$272.13 ,$604.74 
5/15/2006,NorthEast,Chin,Whole Foods,WXP Item,"$1,018.25 ","$2,752.03 "
5/14/2006,NorthEast,Sheliadawn,Home Depot,ZNN Item,"$5,409.03 ","$9,325.91 "
5/14/2006,NorthEast,Jeri,ExcelIsVeryFun.com,MBI Item,"$3,559.26 ","$4,745.68 "
5/14/2006,NorthEast,Troung,Solar and Wind Inc.,FNY Item,$692.47 ,$923.29 
5/13/2006,NorthEast,Sheliadawn,Whole Foods,ODT Item,"$2,076.53 ","$4,614.50 "
5/12/2006,NorthEast,Steven,Home Depot,DRO Item,"$4,764.98 ","$8,215.49 "
5/10/2006,NorthEast,Jon,Sherman Williams,IWV Item,"$4,030.73 ","$7,328.60 "
5/10/2006,NorthEast,Jeri,Whole Foods,FPN Item,"$1,855.42 ","$5,014.65 "
5/10/2006,NorthEast,Steven,Peet's Coffee,ARF Item,$637.45 ,"$1,722.83 "
5/7/2006,NorthEast,Chin,Home Depot,YWZ Item,"$5,026.51 ","$8,519.51 "
5/4/2006,NorthEast,Jon,Sherman Williams,OEH Item,"$7,980.08 ","$8,534.85 "
5/3/2006,NorthEast,Steven,Whole Foods,GPA Item,"$4,846.96 ","$5,183.91 "
5/3/2006,NorthEast,Rhonda,Google,MHX Item,"$2,075.59 ","$3,773.80 "
5/2/2006,NorthEast,Jon,Amazon.com,TRJ Item,"$5,363.04 ","$7,886.83 "
5/2/2006,NorthEast,Troung,Google,KKL Item,"$1,775.08 ","$4,797.50 "
5/1/2006,NorthEast,Luke,Peet's Coffee,DSQ Item,"$3,750.08 ","$8,721.11 "
5/1/2006,NorthEast,Sheliadawn,Google,OLD Item,"$3,297.05 ","$7,326.77 "
5/1/2006,NorthEast,Sheliadawn,McLendon's Hardware,MVT Item,"$3,650.90 ","$5,368.97 "
5/1/2006,NorthEast,Chin,ExcelIsVeryFun.com,HJR Item,"$3,084.07 ","$5,317.37 "
5/1/2006,NorthEast,Jon,Home Depot,STH Item,"$2,081.30 ","$4,840.24 "
5/1/2006,NorthEast,Rhonda,McLendon's Hardware,QIT Item,"$2,347.59 ","$3,130.12 "
4/30/2006,NorthEast,Chin,Yahoo,IAJ Item,"$2,796.40 ","$3,177.73 "
4/26/2006,NorthEast,Steven,Sherman Williams,ONV Item,$317.27 ,$737.84 
4/25/2006,NorthEast,Steven,ExcelIsVeryFun.com,SHL Item,"$3,342.26 ","$7,427.24 "
4/21/2006,NorthEast,Steven,Nature Company,AAA Item,"$3,627.81 ","$8,061.80 "
4/20/2006,NorthEast,Troung,Yahoo,SQZ Item,"$5,717.91 ","$9,691.38 "
4/19/2006,NorthEast,Troung,Whole Foods,CSZ Item,"$1,741.02 ","$4,048.89 "
4/19/2006,NorthEast,Chin,Home Depot,ZEQ Item,"$2,382.95 ","$3,177.26 "
4/16/2006,NorthEast,Luke,The Economist,ESO Item,"$6,989.46 ","$7,942.57 "
4/16/2006,NorthEast,Sheliadawn,Costco,WFJ Item,"$2,986.66 ","$4,392.14 "
4/15/2006,NorthEast,Troung,Costco,WCX Item,"$1,182.05 ","$3,194.72 "
4/14/2006,NorthEast,Chin,Whole Foods,NXJ Item,"$5,822.50 ","$9,868.64 "
4/14/2006,NorthEast,Jeri,Whole Foods,PVI Item,"$6,416.84 ","$6,862.93 "
4/14/2006,NorthEast,Luke,Peet's Coffee,NXA Item,$343.22 ,$762.71 
4/14/2006,NorthEast,Jon,Sherman Williams,GIJ Item,$189.83 ,$203.03 
4/13/2006,NorthEast,Chin,ExcelIsVeryFun.com,TNQ Item,$457.76 ,"$1,237.18 "
4/12/2006,NorthEast,Jon,Office Depot,VDQ Item,"$5,261.61 ","$8,917.98 "
4/12/2006,NorthEast,Rhonda,Amazon.com,GXO Item,"$4,866.60 ","$8,390.69 "
4/11/2006,NorthEast,Luke,Whole Foods,BZU Item,"$3,267.60 ","$7,599.08 "
4/9/2006,NorthEast,Rhonda,Home Depot,JMN Item,"$1,786.35 ","$2,029.94 "
4/7/2006,NorthEast,Chin,Home Depot,UJN Item,"$3,150.28 ","$8,514.27 "
4/7/2006,NorthEast,Rhonda,McLendon's Hardware,PTC Item,"$2,178.09 ","$3,691.67 "
4/7/2006,NorthEast,Steven,Amazon.com,PZY Item,"$1,664.50 ","$2,869.83 "
4/7/2006,NorthEast,Chin,Nature Company,ASS Item,$913.30 ,"$1,574.66 "
4/5/2006,NorthEast,Jeri,Costco,FSJ Item,"$4,647.29 ","$8,449.61 "
4/4/2006,NorthEast,Chin,Yahoo,QMS Item,"$4,973.40 ","$9,042.55 "
4/4/2006,NorthEast,Jeri,Yahoo,KDX Item,"$1,231.80 ","$2,737.33 "
4/4/2006,NorthEast,Jon,Nature Company,KVA Item,"$1,070.95 ","$1,815.17 "
4/3/2006,NorthEast,Steven,Amazon.com,IYC Item,"$6,397.68 ","$6,842.44 "
4/1/2006,NorthEast,Rhonda,Sherman Williams,CUK Item,"$1,908.77 ","$4,241.70 "
3/31/2006,NorthEast,Luke,Home Depot,GSJ Item,$714.16 ,"$1,050.23 "
3/29/2006,NorthEast,Steven,McLendon's Hardware,BYN Item,$525.56 ,$906.14 
3/26/2006,NorthEast,Steven,Office Depot,BLJ Item,"$2,736.15 ","$4,637.55 "
3/26/2006,NorthEast,Sheliadawn,Costco,OEI Item,"$1,619.56 ","$3,599.03 "
3/25/2006,NorthEast,Steven,Peet's Coffee,HXH Item,"$1,044.98 ","$1,899.96 "
3/24/2006,NorthEast,Steven,Costco,YCD Item,$141.08 ,$313.52 
3/23/2006,NorthEast,Jeri,Office Depot,HQY Item,"$5,256.50 ","$8,909.33 "
3/23/2006,NorthEast,Luke,Nature Company,QPC Item,"$1,283.26 ","$3,468.28 "
3/23/2006,NorthEast,Steven,Yahoo,BJL Item,"$1,050.79 ","$2,839.96 "
3/23/2006,NorthEast,Troung,Costco,TSF Item,"$1,496.69 ","$2,721.26 "
3/22/2006,NorthEast,Luke,McLendon's Hardware,DQR Item,"$1,547.53 ","$2,813.69 "
3/20/2006,NorthEast,Troung,The Economist,BVK Item,$86.16 ,$200.37 
3/18/2006,NorthEast,Jeri,The Economist,TZF Item,"$4,003.05 ","$7,278.27 "
3/17/2006,NorthEast,Steven,Sherman Williams,OCL Item,"$3,308.41 ","$8,941.64 "
3/16/2006,NorthEast,Chin,Google,APF Item,"$9,007.05 ","$9,633.21 "
3/15/2006,NorthEast,Luke,Amazon.com,UZF Item,"$5,948.17 ","$6,759.28 "
3/11/2006,NorthEast,Rhonda,Google,SLB Item,"$3,255.31 ","$4,787.22 "
3/10/2006,NorthEast,Steven,Home Depot,SZM Item,"$2,963.23 ","$8,008.74 "
3/8/2006,NorthEast,Steven,Solar and Wind Inc.,MMT Item,$975.74 ,"$1,774.07 "
3/8/2006,NorthEast,Chin,Whole Foods,XOS Item,$218.27 ,$291.03 
3/6/2006,NorthEast,Troung,Solar and Wind Inc.,JMV Item,"$7,657.33 ","$8,189.66 "
3/6/2006,NorthEast,Troung,Yahoo,CMW Item,"$1,880.97 ","$4,374.36 "
3/6/2006,NorthEast,Jon,Solar and Wind Inc.,LOI Item,"$2,356.68 ","$4,284.88 "
3/4/2006,NorthEast,Jeri,ExcelIsVeryFun.com,OBP Item,"$5,659.94 ","$7,546.58 "
3/4/2006,NorthEast,Rhonda,The Economist,ZRF Item,$361.34 ,$976.59 
3/3/2006,NorthEast,Sheliadawn,The Economist,WUG Item,$428.12 ,$738.14 
3/2/2006,NorthEast,Steven,McLendon's Hardware,YJU Item,"$3,802.89 ","$6,556.70 "
3/2/2006,NorthEast,Sheliadawn,Nature Company,JHA Item,"$2,779.36 ","$2,972.58 "
3/1/2006,NorthEast,Rhonda,Sherman Williams,MKO Item,"$1,885.71 ","$4,190.46 "
2/28/2006,NorthEast,Jon,The Economist,SFA Item,$206.69 ,$275.59 
2/25/2006,NorthEast,Troung,Google,KAP Item,"$4,071.83 ","$6,901.41 "
2/25/2006,NorthEast,Troung,ExcelIsVeryFun.com,RUH Item,"$1,315.11 ","$1,406.53 "
2/23/2006,NorthEast,Sheliadawn,Amazon.com,KKR Item,"$2,010.01 ","$4,466.69 "
2/22/2006,NorthEast,Jeri,Amazon.com,XAC Item,$793.91 ,"$1,167.51 "
2/20/2006,NorthEast,Steven,Yahoo,SQA Item,"$1,003.51 ","$1,700.86 "
2/18/2006,NorthEast,Sheliadawn,Sherman Williams,UHW Item,"$6,112.91 ","$6,537.87 "
2/17/2006,NorthEast,Chin,Amazon.com,LRX Item,"$1,350.06 ","$3,000.14 "
2/15/2006,NorthEast,Chin,Costco,TGL Item,$58.76 ,$158.81 
2/14/2006,NorthEast,Jon,The Economist,ULW Item,"$7,539.60 ","$8,063.74 "
2/14/2006,NorthEast,Jon,Peet's Coffee,LOP Item,"$4,800.89 ","$7,060.13 "
2/13/2006,NorthEast,Luke,Yahoo,XDA Item,"$4,096.40 ","$9,526.51 "
2/13/2006,NorthEast,Chin,Whole Foods,DDC Item,"$5,856.69 ","$8,612.78 "
2/12/2006,NorthEast,Steven,McLendon's Hardware,JXF Item,"$5,925.92 ","$7,901.22 "
2/12/2006,NorthEast,Luke,Yahoo,EXO Item,$236.19 ,$252.61 
2/10/2006,NorthEast,Troung,Solar and Wind Inc.,WZE Item,$521.67 ,$592.81 
2/8/2006,NorthEast,Jeri,Nature Company,YBX Item,"$2,764.69 ","$7,472.14 "
2/7/2006,NorthEast,Sheliadawn,Yahoo,GXR Item,"$4,087.70 ","$7,047.75 "
2/6/2006,NorthEast,Sheliadawn,Peet's Coffee,GLG Item,"$3,446.42 ","$8,014.94 "
2/6/2006,NorthEast,Jeri,Google,NFU Item,"$1,549.97 ","$4,189.12 "
2/4/2006,NorthEast,Jeri,The Economist,TPL Item,"$3,381.49 ","$9,139.17 "
2/2/2006,NorthEast,Chin,The Economist,YKX Item,"$3,025.76 ","$3,236.11 "
2/2/2006,NorthEast,Troung,ExcelIsVeryFun.com,KAE Item,$7.41 ,$12.56 
2/1/2006,NorthEast,Jeri,Office Depot,BGN Item,"$2,812.14 ","$3,195.61 "
2/1/2006,NorthEast,Sheliadawn,Google,IUW Item,$141.77 ,$208.48 
1/31/2006,NorthEast,Luke,Yahoo,QVI Item,"$3,047.44 ","$5,540.80 "
1/29/2006,NorthEast,Troung,ExcelIsVeryFun.com,PSG Item,"$2,809.75 ","$3,005.08 "
1/26/2006,NorthEast,Chin,Home Depot,HPV Item,"$6,225.63 ","$9,155.34 "
1/24/2006,NorthEast,Sheliadawn,Google,OZX Item,"$8,339.55 ","$9,476.76 "
1/24/2006,NorthEast,Steven,Google,NNA Item,"$7,774.05 ","$8,314.49 "
1/22/2006,NorthEast,Jeri,Solar and Wind Inc.,KFK Item,"$1,334.44 ","$3,103.34 "
1/22/2006,NorthEast,Jeri,McLendon's Hardware,EQL Item,"$1,385.90 ","$3,079.77 "
1/21/2006,NorthEast,Sheliadawn,Home Depot,ELN Item,"$1,438.40 ","$2,615.28 "
1/20/2006,NorthEast,Jeri,Nature Company,NEE Item,"$2,790.65 ","$4,811.47 "
1/20/2006,NorthEast,Troung,The Economist,EYP Item,"$2,705.44 ","$4,664.56 "
1/20/2006,NorthEast,Chin,Peet's Coffee,KFL Item,$871.22 ,$990.02 
1/20/2006,NorthEast,Jon,ExcelIsVeryFun.com,CIH Item,$669.45 ,$892.60 
1/19/2006,NorthEast,Chin,Amazon.com,FLK Item,"$5,358.77 ","$7,880.54 "
1/17/2006,NorthEast,Troung,The Economist,GAK Item,$345.52 ,$585.62 
1/13/2006,NorthEast,Sheliadawn,Sherman Williams,WYL Item,"$5,389.28 ","$6,124.18 "
1/9/2006,NorthEast,Rhonda,Solar and Wind Inc.,NZX Item,$725.55 ,"$1,229.75 "
1/6/2006,NorthEast,Rhonda,Sherman Williams,DIP Item,"$6,567.72 ","$8,756.96 "
1/6/2006,NorthEast,Luke,Office Depot,BWK Item,$124.46 ,$226.29 
1/5/2006,NorthEast,Jon,Google,GNZ Item,$849.06 ,"$1,886.81 "
1/5/2006,NorthEast,Luke,Yahoo,LVD Item,$241.66 ,$322.21 
1/5/2006,NorthEast,Luke,Costco,URE Item,$122.82 ,$131.36 
1/4/2006,NorthEast,Troung,Nature Company,TQY Item,"$3,864.64 ","$6,663.18 "
1/3/2006,NorthEast,Chin,Solar and Wind Inc.,PTM Item,"$3,072.93 ","$3,286.56 "
1/1/2006,NorthEast,Troung,Whole Foods,EHO Item,"$1,251.69 ","$2,121.50 "
1/1/2006,NorthEast,Rhonda,Nature Company,OTA Item,$727.48 ,"$1,691.82 "
1/1/2006,NorthEast,Jon,Google,ZDE Item,$429.22 ,$572.29 
12/31/2005,NorthEast,Steven,McLendon's Hardware,YCJ Item,"$8,192.47 ","$9,309.62 "
12/31/2005,NorthEast,Troung,Google,YLN Item,"$6,969.47 ","$7,453.98 "
12/29/2005,NorthEast,Sheliadawn,Nature Company,KNH Item,"$5,622.97 ","$9,530.46 "
12/29/2005,NorthEast,Chin,Sherman Williams,LEO Item,"$3,132.68 ","$7,285.31 "
12/29/2005,NorthEast,Chin,Home Depot,BOQ Item,"$3,964.51 ","$6,835.37 "
12/29/2005,NorthEast,Troung,McLendon's Hardware,LPY Item,$687.21 ,"$1,249.47 "
12/29/2005,NorthEast,Steven,Whole Foods,FZS Item,$359.26 ,$619.42 
12/29/2005,NorthEast,Steven,ExcelIsVeryFun.com,SNZ Item,$13.90 ,$30.88 
12/28/2005,NorthEast,Troung,ExcelIsVeryFun.com,NYZ Item,"$6,404.27 ","$8,539.03 "
12/28/2005,NorthEast,Jon,The Economist,ICS Item,"$3,728.66 ","$6,319.77 "
12/26/2005,NorthEast,Chin,Nature Company,EMO Item,"$5,533.40 ","$5,918.08 "
12/26/2005,NorthEast,Chin,Amazon.com,ZND Item,"$3,309.46 ","$3,760.75 "
12/25/2005,NorthEast,Rhonda,Office Depot,NYC Item,"$1,812.14 ","$2,416.19 "
12/22/2005,NorthEast,Jeri,Nature Company,NXU Item,"$2,974.30 ","$3,181.07 "
12/20/2005,NorthEast,Jon,Office Depot,EIE Item,"$2,212.82 ","$5,146.10 "
12/20/2005,NorthEast,Chin,Yahoo,RLL Item,$653.47 ,"$1,188.13 "
12/17/2005,NorthEast,Sheliadawn,Yahoo,MJE Item,"$3,549.92 ","$7,888.70 "
12/17/2005,NorthEast,Rhonda,Yahoo,YCR Item,"$1,693.79 ","$4,577.80 "
12/17/2005,NorthEast,Rhonda,Yahoo,ZHN Item,"$1,382.03 ","$3,214.02 "
12/17/2005,NorthEast,Sheliadawn,Costco,WWD Item,"$1,528.84 ","$2,779.70 "
12/17/2005,NorthEast,Troung,Nature Company,PGS Item,"$1,496.06 ","$1,700.07 "
12/14/2005,NorthEast,Steven,Amazon.com,RWH Item,"$2,964.76 ","$6,588.35 "
12/14/2005,NorthEast,Chin,Amazon.com,SVF Item,$947.64 ,"$2,203.81 "
12/14/2005,NorthEast,Troung,Costco,GYO Item,"$1,066.29 ","$1,938.70 "
12/12/2005,NorthEast,Luke,Solar and Wind Inc.,MQW Item,$92.28 ,$135.70 
12/11/2005,NorthEast,Jeri,Home Depot,WPD Item,"$3,140.58 ","$5,414.79 "
12/9/2005,NorthEast,Jon,Amazon.com,YQS Item,"$1,479.24 ","$3,287.19 "
12/7/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,AIQ Item,"$4,257.44 ","$6,260.94 "
12/5/2005,NorthEast,Jon,Sherman Williams,QRB Item,$851.62 ,"$2,301.68 "
12/5/2005,NorthEast,Jeri,Sherman Williams,SSU Item,"$1,323.12 ","$2,242.57 "
12/4/2005,NorthEast,Troung,Google,OLK Item,"$5,219.73 ","$5,582.60 "
12/4/2005,NorthEast,Steven,Peet's Coffee,RRO Item,"$5,053.61 ","$5,404.93 "
12/4/2005,NorthEast,Rhonda,Office Depot,TXF Item,"$3,171.60 ","$5,375.59 "
12/4/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,NRT Item,"$2,348.60 ","$3,980.67 "
12/3/2005,NorthEast,Steven,Costco,XDV Item,"$1,011.25 ","$1,487.13 "
12/2/2005,NorthEast,Luke,Yahoo,CUM Item,"$2,579.63 ","$4,690.24 "
12/1/2005,NorthEast,Troung,McLendon's Hardware,TQR Item,"$3,436.89 ","$4,582.52 "
11/30/2005,NorthEast,Troung,Sherman Williams,GVC Item,$218.44 ,$508.01 
11/28/2005,NorthEast,Luke,Solar and Wind Inc.,EKI Item,$150.74 ,$274.07 
11/24/2005,NorthEast,Troung,Office Depot,CPL Item,"$2,959.10 ","$5,101.89 "
11/23/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,QQJ Item,"$3,256.97 ","$5,615.46 "
11/23/2005,NorthEast,Luke,Amazon.com,PFD Item,"$3,666.64 ","$4,888.85 "
11/22/2005,NorthEast,Jeri,Costco,SXM Item,"$5,646.13 ","$9,569.71 "
11/21/2005,NorthEast,Rhonda,Costco,VOT Item,"$3,180.82 ","$8,596.80 "
11/20/2005,NorthEast,Luke,The Economist,XZF Item,"$1,950.30 ","$4,334.01 "
11/19/2005,NorthEast,Jeri,Costco,AKY Item,"$1,193.47 ","$1,591.29 "
11/18/2005,NorthEast,Sheliadawn,Whole Foods,HFB Item,"$1,059.28 ","$1,557.77 "
11/17/2005,NorthEast,Steven,Costco,RGD Item,"$4,276.92 ","$9,946.32 "
11/17/2005,NorthEast,Chin,Solar and Wind Inc.,FNL Item,"$4,996.32 ","$8,468.34 "
11/16/2005,NorthEast,Sheliadawn,Amazon.com,EMI Item,"$3,606.36 ","$9,746.92 "
11/16/2005,NorthEast,Steven,McLendon's Hardware,PYA Item,$816.17 ,"$1,407.19 "
11/13/2005,NorthEast,Sheliadawn,Whole Foods,KNX Item,"$4,231.46 ","$7,693.57 "
11/13/2005,NorthEast,Chin,Costco,UOP Item,$833.05 ,"$1,937.32 "
11/11/2005,NorthEast,Sheliadawn,McLendon's Hardware,UCB Item,"$1,803.84 ","$4,875.24 "
11/10/2005,NorthEast,Jon,Whole Foods,ZNE Item,"$8,311.60 ","$9,445.00 "
11/9/2005,NorthEast,Jeri,Nature Company,ROR Item,"$2,245.15 ","$3,301.69 "
11/9/2005,NorthEast,Luke,Google,TTM Item,$203.69 ,$271.58 
11/8/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,VQK Item,"$7,205.11 ","$7,706.00 "
11/3/2005,NorthEast,Jeri,Nature Company,KQH Item,"$1,380.91 ","$3,732.18 "
11/2/2005,NorthEast,Steven,Sherman Williams,PXY Item,"$8,071.51 ","$8,632.63 "
10/29/2005,NorthEast,Jon,Amazon.com,VXX Item,"$2,969.99 ","$8,027.00 "
10/29/2005,NorthEast,Steven,Nature Company,KEH Item,"$1,712.97 ","$3,983.64 "
